,customer_id,customer_age,gender_male,gender_female,total_purchase_last_3_months,purchase_month_1,purchase_month_2,purchase_month_3,purchase_week_1,purchase_week_2,purchase_week_3,purchase_week_4,category_books,category_clothing,category_electronics,category_home,most_common_payment_method_cash,most_common_payment_method_credit_card,most_common_payment_method_crypto,most_common_payment_method_paypal
113411,38592,53,0,1,4499,4499.0,0.0,0.0,4499.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0,0,0,1
113415,35723,66,1,0,2583,2583.0,0.0,0.0,2583.0,0.0,0.0,883.0,0.0,11.0,0.0,2.0,0,0,0,1
113420,13847,24,0,1,176,176.0,0.0,0.0,176.0,0.0,0.0,0.0,1.0,4.0,8.0,0.0,0,0,0,1
113425,36803,68,0,1,477,477.0,0.0,0.0,477.0,0.0,0.0,0.0,10.0,7.0,1.0,0.0,1,0,0,0
113431,16512,65,1,0,3274,3274.0,0.0,0.0,3274.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0,1,0,0
113435,49710,34,1,0,276,276.0,0.0,0.0,276.0,0.0,0.0,0.0,6.0,7.0,3.0,5.0,0,1,0,0
113441,34440,37,1,0,4189,4189.0,0.0,0.0,4189.0,0.0,0.0,0.0,7.0,4.0,6.0,0.0,0,1,0,0
113446,45433,46,1,0,370,370.0,0.0,0.0,370.0,0.0,0.0,0.0,10.0,5.0,0.0,7.0,1,0,0,0
113452,10242,26,0,1,1155,1155.0,0.0,0.0,1155.0,0.0,0.0,0.0,4.0,7.0,12.0,10.0,1,0,0,0
113462,24740,66,0,1,1556,1556.0,0.0,0.0,1556.0,0.0,0.0,0.0,10.0,0.0,5.0,2.0,0,1,0,0
113468,43757,59,1,0,8775,8775.0,0.0,0.0,6933.0,0.0,0.0,1842.0,10.0,8.0,11.0,0.0,0,1,0,0
113477,11122,57,1,0,1736,1736.0,0.0,0.0,1736.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0,0,1
113478,14343,29,0,1,1000,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,15.0,5.0,4.0,0.0,0,1,0,0
113486,40266,65,0,1,1212,1212.0,0.0,0.0,1212.0,0.0,0.0,0.0,7.0,10.0,0.0,2.0,0,1,0,0
113492,47506,20,1,0,3677,3677.0,0.0,0.0,3677.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0,1,0,0
113496,6964,40,1,0,1432,1432.0,0.0,0.0,1432.0,0.0,0.0,0.0,7.0,3.0,3.0,0.0,0,0,0,1
113501,47402,60,1,0,3331,3331.0,0.0,0.0,3331.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0,0,0,1
113506,31113,25,0,1,1710,1710.0,0.0,0.0,1710.0,0.0,0.0,1874.0,4.0,3.0,5.0,2.0,0,1,0,0
113510,48935,54,0,1,807,807.0,0.0,0.0,807.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0,1,0,0
113513,5962,48,0,1,4805,4805.0,0.0,0.0,4805.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0,1,0,0
113516,8991,26,0,1,3472,3472.0,0.0,0.0,1487.0,0.0,0.0,1985.0,3.0,1.0,0.0,4.0,1,0,0,0
113519,3436,52,1,0,2685,2685.0,0.0,0.0,2685.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0,1,0,0
113523,28195,24,0,1,5601,2079.0,0.0,3522.0,2079.0,0.0,0.0,3522.0,13.0,0.0,6.0,4.0,1,0,0,0
113529,13871,46,1,0,987,987.0,0.0,0.0,987.0,0.0,0.0,0.0,4.0,3.0,10.0,3.0,1,0,0,0
113535,13043,48,0,1,1467,1467.0,0.0,0.0,1467.0,0.0,0.0,0.0,12.0,2.0,11.0,8.0,0,1,0,0
113545,47190,36,1,0,7195,7195.0,0.0,0.0,3670.0,3525.0,0.0,0.0,12.0,2.0,12.0,7.0,0,1,0,0
113557,19903,36,1,0,3421,413.0,3008.0,0.0,413.0,0.0,0.0,4879.0,9.0,0.0,1.0,4.0,0,1,0,0
113564,31806,69,0,1,11251,3873.0,7378.0,0.0,3873.0,0.0,0.0,7378.0,4.0,3.0,14.0,0.0,0,1,0,0
113570,22675,37,1,0,7141,7141.0,0.0,0.0,2627.0,0.0,0.0,4514.0,2.0,6.0,5.0,3.0,0,1,0,0
113576,20529,26,1,0,3342,3342.0,0.0,0.0,3342.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,0,1,0,0
113582,21420,40,1,0,5985,880.0,0.0,5105.0,880.0,0.0,0.0,5105.0,6.0,2.0,5.0,0.0,0,1,0,0
113586,17607,37,0,1,1968,1968.0,0.0,0.0,1968.0,0.0,0.0,0.0,9.0,6.0,2.0,0.0,0,1,0,0
113591,38559,56,1,0,2196,2196.0,0.0,0.0,2196.0,0.0,0.0,0.0,0.0,11.0,3.0,2.0,0,0,0,1
113596,43317,21,1,0,3067,950.0,2117.0,0.0,950.0,0.0,0.0,2117.0,0.0,11.0,1.0,6.0,0,0,1,0
113603,41492,52,0,1,1448,1448.0,0.0,0.0,1128.0,0.0,0.0,320.0,1.0,4.0,2.0,1.0,0,1,0,0
113607,27600,33,0,1,7798,7798.0,0.0,0.0,4220.0,0.0,3578.0,0.0,15.0,5.0,0.0,8.0,0,0,1,0
113615,26989,56,0,1,9334,5225.0,1822.0,2287.0,5225.0,0.0,0.0,4109.0,12.0,1.0,4.0,4.0,0,0,0,1
113624,6789,69,1,0,12398,2984.0,5043.0,4371.0,2984.0,0.0,0.0,9414.0,14.0,8.0,5.0,4.0,1,0,0,0
113635,18473,63,0,1,1871,1871.0,0.0,0.0,1871.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0,1,0,0
113639,24434,21,1,0,5044,5044.0,0.0,0.0,5044.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,0,1,0,0
113646,17942,67,1,0,1142,1142.0,0.0,0.0,1142.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,1,0,0,0
113650,32659,51,0,1,3841,3841.0,0.0,0.0,3841.0,0.0,0.0,0.0,4.0,18.0,0.0,14.0,0,1,0,0
113661,212,42,1,0,4964,4964.0,0.0,0.0,4964.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0,1,0,0
113664,36532,57,0,1,4483,4483.0,0.0,0.0,4483.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0,0,0,1
113669,41629,42,1,0,5560,5560.0,0.0,0.0,5560.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,0,0,0,1
113673,16219,43,1,0,3150,3150.0,0.0,0.0,3150.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,1,0,0
113674,39534,27,0,1,5415,5415.0,0.0,0.0,1928.0,0.0,0.0,3487.0,9.0,3.0,1.0,0.0,0,1,0,0
113679,20848,33,1,0,5122,5122.0,0.0,0.0,5122.0,0.0,0.0,3431.0,3.0,8.0,5.0,6.0,0,1,0,0
113685,39686,22,1,0,3746,3746.0,0.0,0.0,3746.0,0.0,0.0,0.0,3.0,7.0,0.0,2.0,0,1,0,0
113689,42481,57,0,1,3164,2411.0,753.0,0.0,2411.0,0.0,0.0,753.0,4.0,3.0,4.0,6.0,0,1,0,0
113694,29222,30,1,0,1102,1102.0,0.0,0.0,1102.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0,1,0,0
113697,40126,19,1,0,3453,3453.0,0.0,0.0,3453.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,1,0,0,0
113700,23382,51,0,1,4214,4214.0,0.0,0.0,4214.0,0.0,0.0,0.0,4.0,0.0,5.0,7.0,0,0,0,1
113705,28474,61,0,1,1236,1236.0,0.0,0.0,1236.0,0.0,0.0,0.0,15.0,4.0,1.0,0.0,1,0,0,0
113712,27516,40,0,1,4140,4140.0,0.0,0.0,4140.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0,1,0,0,0
113719,24388,55,1,0,5651,1927.0,0.0,3724.0,1927.0,0.0,0.0,3724.0,7.0,2.0,0.0,1.0,0,0,0,1
113723,19776,42,0,1,7751,7751.0,0.0,0.0,2661.0,0.0,5090.0,0.0,14.0,7.0,1.0,0.0,0,0,0,1
113730,9953,66,1,0,4279,4279.0,0.0,0.0,2275.0,0.0,2004.0,3924.0,2.0,0.0,4.0,0.0,0,1,0,0
113733,10089,64,0,1,4849,4849.0,0.0,0.0,4849.0,0.0,0.0,3796.0,6.0,11.0,4.0,9.0,1,0,0,0
113742,29657,57,0,1,4659,4659.0,0.0,0.0,4659.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0,1,0,0
113745,6386,40,0,1,1611,1611.0,0.0,0.0,1611.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0,0,0,1
113749,21556,48,1,0,4794,4794.0,0.0,0.0,4794.0,0.0,0.0,0.0,9.0,9.0,0.0,11.0,0,1,0,0
113758,10705,49,1,0,4336,4336.0,0.0,0.0,2418.0,0.0,1918.0,0.0,2.0,1.0,7.0,8.0,0,1,0,0
113765,21908,68,1,0,5237,5237.0,0.0,0.0,5237.0,0.0,0.0,0.0,0.0,6.0,2.0,7.0,0,0,0,1
113770,40903,21,1,0,3394,3394.0,0.0,0.0,3394.0,0.0,0.0,0.0,5.0,3.0,0.0,3.0,1,0,0,0
113774,6876,33,1,0,9391,5294.0,4097.0,0.0,4547.0,0.0,426.0,6668.0,16.0,6.0,4.0,1.0,0,1,0,0
113786,45183,47,0,1,3357,3357.0,0.0,0.0,3357.0,0.0,0.0,0.0,8.0,5.0,6.0,12.0,0,1,0,0
113794,27124,60,1,0,4373,4373.0,0.0,0.0,4373.0,0.0,0.0,0.0,15.0,1.0,3.0,0.0,0,1,0,0
113799,30538,44,1,0,1811,1811.0,0.0,0.0,1811.0,0.0,0.0,0.0,4.0,6.0,1.0,7.0,0,0,0,1
113805,25556,57,0,1,2216,2216.0,0.0,0.0,2216.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0,0,0,1
113810,11413,30,1,0,3916,3916.0,0.0,0.0,3916.0,0.0,0.0,0.0,6.0,0.0,10.0,0.0,0,1,0,0
113814,48739,24,1,0,3554,3554.0,0.0,0.0,3554.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,1,0,0,0
113818,46937,49,1,0,3982,2108.0,1874.0,0.0,2108.0,0.0,0.0,1874.0,0.0,3.0,10.0,5.0,0,1,0,0
113823,22226,38,1,0,1752,282.0,1470.0,0.0,282.0,0.0,0.0,1470.0,6.0,0.0,8.0,2.0,0,0,0,1
113828,12841,56,1,0,2169,2169.0,0.0,0.0,2169.0,0.0,0.0,0.0,10.0,4.0,7.0,4.0,1,0,0,0
113834,23368,51,1,0,5412,2501.0,0.0,2911.0,2501.0,0.0,0.0,2911.0,0.0,13.0,5.0,0.0,0,1,0,0
113839,11782,38,1,0,1616,1616.0,0.0,0.0,1616.0,0.0,0.0,0.0,7.0,2.0,7.0,4.0,0,1,0,0
113847,11732,63,1,0,1509,1509.0,0.0,0.0,1509.0,0.0,0.0,987.0,3.0,10.0,8.0,8.0,0,1,0,0
113857,2937,68,0,1,6050,5062.0,0.0,988.0,5062.0,0.0,0.0,988.0,1.0,9.0,8.0,0.0,0,1,0,0
113864,4509,36,1,0,4547,4547.0,0.0,0.0,4547.0,0.0,0.0,0.0,11.0,0.0,5.0,0.0,0,1,0,0
113868,23130,23,1,0,3782,3782.0,0.0,0.0,3782.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0,1,0,0
113870,45782,61,1,0,4473,4473.0,0.0,0.0,4473.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,1,0,0,0
113875,17284,26,1,0,1421,1421.0,0.0,0.0,1421.0,0.0,0.0,1154.0,9.0,0.0,5.0,0.0,0,1,0,0
113881,39877,46,1,0,5106,5106.0,0.0,0.0,5106.0,0.0,0.0,0.0,6.0,4.0,0.0,4.0,0,1,0,0
113886,36619,69,0,1,3209,3209.0,0.0,0.0,3209.0,0.0,0.0,4333.0,8.0,5.0,5.0,11.0,0,0,0,1
113895,14378,21,1,0,2066,2066.0,0.0,0.0,2066.0,0.0,0.0,4677.0,0.0,10.0,0.0,9.0,0,1,0,0
113900,5945,32,0,1,8309,8309.0,0.0,0.0,3566.0,4743.0,0.0,0.0,10.0,5.0,7.0,5.0,0,0,0,1
113908,16257,24,1,0,4943,4943.0,0.0,0.0,4943.0,0.0,0.0,0.0,10.0,7.0,3.0,0.0,0,1,0,0
113914,3354,65,1,0,2594,2594.0,0.0,0.0,2594.0,0.0,0.0,0.0,6.0,8.0,0.0,4.0,0,0,0,1
113920,565,49,0,1,5303,5303.0,0.0,0.0,2306.0,0.0,0.0,2997.0,3.0,8.0,1.0,7.0,1,0,0,0
113927,23981,18,0,1,2679,2679.0,0.0,0.0,2679.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1,0,0,0
113929,26450,55,0,1,3225,3225.0,0.0,0.0,3225.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0,1,0,0
113932,20531,51,1,0,1096,1096.0,0.0,0.0,1096.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0,1,0,0
113935,11172,31,0,1,3345,855.0,0.0,2490.0,855.0,0.0,0.0,2490.0,0.0,16.0,17.0,0.0,0,1,0,0
113943,49962,41,1,0,7730,7730.0,0.0,0.0,4854.0,0.0,0.0,2876.0,5.0,16.0,0.0,0.0,0,1,0,0
113950,46918,28,1,0,2246,2246.0,0.0,0.0,2246.0,0.0,0.0,0.0,9.0,1.0,10.0,1.0,0,0,0,1
113958,1419,22,1,0,6657,4338.0,0.0,2319.0,4338.0,0.0,0.0,2319.0,8.0,4.0,5.0,0.0,0,1,0,0
113962,35236,37,0,1,1760,1760.0,0.0,0.0,1760.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0,1,0,0
113965,3719,67,0,1,3838,1741.0,2097.0,0.0,1741.0,0.0,0.0,2097.0,5.0,5.0,4.0,0.0,0,0,0,1
113969,3391,61,0,1,5878,2637.0,3241.0,0.0,2637.0,0.0,0.0,3241.0,6.0,10.0,9.0,12.0,0,0,0,1
113979,4028,55,0,1,2567,847.0,1720.0,0.0,847.0,0.0,0.0,1720.0,5.0,5.0,6.0,0.0,0,0,0,1
113984,11829,39,0,1,5150,5150.0,0.0,0.0,5150.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0,1,0,0
113988,14310,60,1,0,1271,1271.0,0.0,0.0,1271.0,0.0,0.0,2976.0,11.0,2.0,7.0,0.0,0,1,0,0
113994,21144,21,1,0,3001,3001.0,0.0,0.0,3001.0,0.0,0.0,0.0,2.0,19.0,9.0,0.0,1,0,0,0
114004,2755,69,1,0,2964,2964.0,0.0,0.0,2964.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,1,0,0
114005,16939,59,0,1,4951,4951.0,0.0,0.0,4951.0,0.0,0.0,3774.0,5.0,3.0,3.0,0.0,1,0,0,0
114008,35643,65,1,0,3179,3179.0,0.0,0.0,3179.0,0.0,0.0,0.0,8.0,4.0,6.0,14.0,0,1,0,0
114017,23412,61,1,0,9365,4167.0,5198.0,0.0,3433.0,0.0,734.0,5198.0,10.0,11.0,2.0,6.0,0,1,0,0
114025,7146,22,1,0,1217,1217.0,0.0,0.0,1217.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0,1,0,0
114028,15213,60,1,0,4093,4093.0,0.0,0.0,4093.0,0.0,0.0,0.0,5.0,2.0,8.0,0.0,0,0,1,0
114033,22245,46,1,0,4935,4935.0,0.0,0.0,4935.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0,0,1,0
114038,20004,70,1,0,4279,4279.0,0.0,0.0,4279.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,1,0,0,0
114040,48660,35,1,0,3243,275.0,0.0,2968.0,275.0,0.0,0.0,2968.0,10.0,8.0,0.0,1.0,1,0,0,0
114046,36835,36,1,0,2667,2667.0,0.0,0.0,1901.0,0.0,0.0,766.0,6.0,11.0,3.0,0.0,1,0,0,0
114053,25745,26,0,1,6036,6036.0,0.0,0.0,1841.0,0.0,0.0,4195.0,8.0,0.0,3.0,0.0,0,1,0,0
114056,14712,58,0,1,3852,3852.0,0.0,0.0,3852.0,0.0,0.0,0.0,8.0,10.0,5.0,1.0,0,1,0,0
114063,40649,63,1,0,2911,2911.0,0.0,0.0,2911.0,0.0,0.0,0.0,5.0,5.0,12.0,4.0,0,1,0,0
114069,5501,63,1,0,4073,4073.0,0.0,0.0,4073.0,0.0,0.0,0.0,7.0,0.0,3.0,5.0,0,0,0,1
114073,32020,58,1,0,4842,4842.0,0.0,0.0,4842.0,0.0,0.0,0.0,9.0,10.0,3.0,0.0,0,1,0,0
114079,2959,49,0,1,7297,4520.0,0.0,2777.0,3989.0,0.0,0.0,3308.0,0.0,0.0,24.0,4.0,0,0,0,1
114085,20802,42,1,0,3470,3470.0,0.0,0.0,3470.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0,1,0,0
114089,36599,69,1,0,5901,2148.0,3753.0,0.0,2148.0,0.0,0.0,3753.0,4.0,0.0,0.0,4.0,0,1,0,0
114091,16841,20,0,1,3384,3384.0,0.0,0.0,3384.0,0.0,0.0,0.0,5.0,3.0,1.0,5.0,0,1,0,0
114095,12538,58,1,0,4825,4825.0,0.0,0.0,4825.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0,1,0,0
114098,47612,39,1,0,2294,2294.0,0.0,0.0,2294.0,0.0,0.0,2274.0,8.0,0.0,2.0,1.0,0,1,0,0
114103,33486,53,0,1,4160,4160.0,0.0,0.0,4160.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,1,0,0,0
114106,22007,51,0,1,1360,1360.0,0.0,0.0,1360.0,0.0,0.0,0.0,15.0,6.0,0.0,5.0,0,0,0,1
114114,39857,34,0,1,4871,4871.0,0.0,0.0,346.0,0.0,0.0,4525.0,12.0,6.0,0.0,2.0,0,1,0,0
114121,46242,34,1,0,1650,1650.0,0.0,0.0,1650.0,0.0,0.0,0.0,10.0,3.0,3.0,0.0,0,0,0,1
114128,596,45,1,0,707,707.0,0.0,0.0,707.0,0.0,0.0,0.0,3.0,5.0,4.0,4.0,1,0,0,0
114134,42631,31,0,1,4680,4680.0,0.0,0.0,4680.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0,0,0,1
114138,48166,47,1,0,8160,3373.0,4787.0,0.0,3373.0,0.0,0.0,6816.0,0.0,2.0,0.0,6.0,0,1,0,0
114141,21667,47,0,1,524,524.0,0.0,0.0,524.0,0.0,0.0,0.0,8.0,6.0,5.0,6.0,1,0,0,0
114149,43600,26,0,1,5783,1821.0,0.0,3962.0,1821.0,0.0,0.0,3962.0,5.0,0.0,5.0,0.0,0,1,0,0
114152,5739,53,1,0,2470,2470.0,0.0,0.0,2470.0,0.0,0.0,0.0,8.0,6.0,6.0,5.0,0,1,0,0
114159,40817,70,1,0,7942,3080.0,2109.0,2753.0,3080.0,0.0,0.0,4862.0,5.0,1.0,6.0,0.0,0,0,0,1
114164,7918,61,1,0,6993,4512.0,2481.0,0.0,4512.0,0.0,0.0,4015.0,12.0,0.0,6.0,0.0,0,1,0,0
114170,12656,36,1,0,7288,4326.0,2962.0,0.0,4326.0,0.0,0.0,2962.0,4.0,0.0,0.0,7.0,1,0,0,0
114174,4274,29,1,0,3825,3825.0,0.0,0.0,3825.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,0,0,0,1
114178,42156,37,0,1,4840,4840.0,0.0,0.0,4840.0,0.0,0.0,0.0,3.0,0.0,5.0,11.0,0,0,0,1
114185,43717,34,1,0,1553,1553.0,0.0,0.0,1553.0,0.0,0.0,0.0,10.0,19.0,4.0,0.0,0,1,0,0
114194,12483,63,0,1,3969,3969.0,0.0,0.0,3969.0,0.0,0.0,0.0,13.0,5.0,4.0,8.0,0,1,0,0
114202,38770,37,0,1,3537,2097.0,1440.0,0.0,2097.0,0.0,0.0,1440.0,13.0,0.0,1.0,0.0,0,1,0,0
114207,2504,30,0,1,1864,1864.0,0.0,0.0,1864.0,0.0,0.0,0.0,1.0,8.0,5.0,4.0,1,0,0,0
114213,37571,42,1,0,3019,3019.0,0.0,0.0,3019.0,0.0,0.0,0.0,2.0,0.0,6.0,5.0,0,1,0,0
114217,26705,63,0,1,12226,7323.0,4903.0,0.0,4651.0,2672.0,0.0,4903.0,11.0,2.0,8.0,6.0,1,0,0,0
114225,48179,43,0,1,2497,2497.0,0.0,0.0,1493.0,0.0,0.0,4309.0,10.0,9.0,0.0,4.0,0,1,0,0
114236,8739,59,1,0,1328,1328.0,0.0,0.0,1328.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0,1,0,0
114239,10255,70,0,1,3754,3754.0,0.0,0.0,3754.0,0.0,0.0,0.0,3.0,0.0,4.0,10.0,0,1,0,0
114244,24969,48,0,1,4908,4908.0,0.0,0.0,4908.0,0.0,0.0,0.0,8.0,6.0,8.0,0.0,0,1,0,0
114251,1806,32,1,0,3982,3982.0,0.0,0.0,3982.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1,0,0,0
114255,18403,58,0,1,2559,2559.0,0.0,0.0,2559.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,1,0,0
114258,47380,28,0,1,6551,6551.0,0.0,0.0,6551.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1,0,0,0
114260,27829,22,1,0,1198,1198.0,0.0,0.0,1198.0,0.0,0.0,1205.0,0.0,11.0,5.0,1.0,1,0,0,0
114265,718,29,0,1,3683,3683.0,0.0,0.0,3683.0,0.0,0.0,0.0,4.0,9.0,0.0,1.0,0,1,0,0
114270,3045,29,0,1,4867,4867.0,0.0,0.0,4867.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0,0,0,1
114274,29277,59,1,0,2000,2000.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,13.0,6.0,2.0,0,1,0,0
114282,47549,36,0,1,3253,3253.0,0.0,0.0,3253.0,0.0,0.0,0.0,5.0,6.0,11.0,0.0,0,1,0,0
114288,43284,59,1,0,9840,4789.0,0.0,5051.0,3370.0,0.0,0.0,6470.0,18.0,9.0,3.0,0.0,0,1,0,0
114295,32023,31,1,0,5015,1465.0,0.0,3550.0,1465.0,0.0,0.0,3550.0,1.0,10.0,0.0,3.0,0,1,0,0
114301,25022,61,0,1,572,572.0,0.0,0.0,572.0,0.0,0.0,0.0,9.0,12.0,0.0,2.0,0,1,0,0
114308,21409,68,1,0,4393,4393.0,0.0,0.0,4393.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0,1,0,0
114311,40987,34,1,0,4809,4809.0,0.0,0.0,2450.0,0.0,0.0,2359.0,6.0,0.0,0.0,4.0,1,0,0,0
114314,20255,30,1,0,2734,2734.0,0.0,0.0,2734.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0,1,0,0
114317,48360,63,1,0,4237,4237.0,0.0,0.0,4237.0,0.0,0.0,0.0,5.0,3.0,5.0,2.0,0,1,0,0
114323,25909,65,0,1,12173,6870.0,5303.0,0.0,6870.0,0.0,0.0,5303.0,3.0,6.0,5.0,4.0,1,0,0,0
114329,31177,44,1,0,5192,5192.0,0.0,0.0,5192.0,0.0,0.0,0.0,7.0,1.0,0.0,3.0,1,0,0,0
114333,6092,35,0,1,5891,5891.0,0.0,0.0,1167.0,0.0,0.0,4724.0,10.0,8.0,3.0,1.0,0,1,0,0
114339,36172,28,0,1,1634,548.0,0.0,1086.0,548.0,0.0,0.0,1086.0,5.0,10.0,8.0,8.0,0,0,0,1
114350,5000,53,0,1,1782,1782.0,0.0,0.0,1782.0,0.0,0.0,0.0,4.0,5.0,4.0,2.0,1,0,0,0
114359,27227,49,1,0,832,832.0,0.0,0.0,832.0,0.0,0.0,0.0,9.0,11.0,7.0,0.0,0,1,0,0
114367,6650,25,0,1,766,766.0,0.0,0.0,766.0,0.0,0.0,0.0,2.0,4.0,7.0,8.0,1,0,0,0
114374,44158,18,0,1,2065,260.0,1805.0,0.0,260.0,0.0,0.0,6613.0,0.0,8.0,9.0,2.0,0,1,0,0
114381,48486,39,0,1,4682,4682.0,0.0,0.0,4682.0,0.0,0.0,0.0,6.0,5.0,3.0,0.0,0,1,0,0
114388,13991,62,0,1,3672,3672.0,0.0,0.0,3672.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0,0,0,1
114393,381,40,1,0,5163,5163.0,0.0,0.0,4600.0,563.0,0.0,2775.0,3.0,12.0,1.0,6.0,1,0,0,0
114400,34503,28,0,1,3191,436.0,0.0,2755.0,436.0,0.0,0.0,2755.0,6.0,6.0,0.0,2.0,1,0,0,0
114406,44170,31,0,1,892,892.0,0.0,0.0,892.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,0,0,1,0
114411,37715,42,0,1,1800,1800.0,0.0,0.0,1800.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0,0,0,1
114416,25762,67,0,1,3351,3351.0,0.0,0.0,3351.0,0.0,0.0,0.0,0.0,10.0,1.0,8.0,0,1,0,0
114422,3544,47,1,0,272,272.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,12.0,7.0,3.0,0,1,0,0
114428,16473,33,1,0,328,328.0,0.0,0.0,328.0,0.0,0.0,0.0,12.0,0.0,7.0,4.0,0,0,0,1
114434,41861,35,1,0,7667,7667.0,0.0,0.0,7667.0,0.0,0.0,0.0,3.0,0.0,4.0,3.0,0,1,0,0
114438,16452,43,0,1,592,592.0,0.0,0.0,592.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,1,0,0,0
114441,48542,49,0,1,2533,2533.0,0.0,0.0,2533.0,0.0,0.0,0.0,2.0,1.0,6.0,8.0,0,1,0,0
114447,36586,29,1,0,4576,4576.0,0.0,0.0,4576.0,0.0,0.0,0.0,11.0,2.0,4.0,0.0,1,0,0,0
114452,31608,23,0,1,449,449.0,0.0,0.0,449.0,0.0,0.0,0.0,8.0,4.0,0.0,3.0,0,1,0,0
114457,8354,29,0,1,6305,6305.0,0.0,0.0,5080.0,0.0,0.0,1225.0,0.0,1.0,4.0,2.0,0,0,0,1
114460,46884,49,1,0,2853,2853.0,0.0,0.0,2853.0,0.0,0.0,0.0,0.0,8.0,3.0,5.0,0,0,0,1
114466,14744,59,1,0,3824,3824.0,0.0,0.0,3824.0,0.0,0.0,420.0,0.0,0.0,6.0,2.0,1,0,0,0
114469,20740,68,1,0,3634,3634.0,0.0,0.0,3634.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,1,0,0,0
114472,5387,37,1,0,4263,4263.0,0.0,0.0,4263.0,0.0,0.0,0.0,7.0,5.0,9.0,0.0,1,0,0,0
114477,39108,38,0,1,1940,1940.0,0.0,0.0,1940.0,0.0,0.0,0.0,4.0,2.0,11.0,0.0,1,0,0,0
114482,36709,29,0,1,3204,3204.0,0.0,0.0,3204.0,0.0,0.0,0.0,9.0,8.0,2.0,7.0,0,0,0,1
114490,39161,43,0,1,2052,2052.0,0.0,0.0,2052.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0,1,0,0
114494,48740,20,0,1,3770,3770.0,0.0,0.0,3770.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,0,0,0,1
114499,8641,20,0,1,5818,1192.0,3875.0,751.0,1192.0,0.0,0.0,4626.0,4.0,6.0,2.0,6.0,0,1,0,0
114505,11940,25,1,0,4302,4302.0,0.0,0.0,4302.0,0.0,0.0,0.0,2.0,19.0,0.0,0.0,0,1,0,0
114513,18511,54,1,0,2945,2945.0,0.0,0.0,2945.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,0,1,0,0
114518,38203,41,1,0,3386,3386.0,0.0,0.0,3386.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0,1,0,0
